max_ndvi,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
7539.04,5185.91,4709.54,3968.29,6525.36,1291.97,7539.04,5221.32,5122.14,434.337,421.294,1426.97,6291.83,670.714,4178.04,5505.44,915.889,4645.22,5291.54,4629.43,3889.32,1892.06,5066.57,2189.6,367.794,4428.93,1319.58,1223.56
7683.1,4634.22,5889.13,5625.03,5973.13,928.867,7683.1,6465.51,5490.86,1701.65,838.961,2591.65,7235.54,2374.72,4494.41,1231.97,751.355,5049.22,5574.24,5543.31,5576.84,5160.56,3369.65,879.458,467.735,4907.71,581.429,1827.9
7599.6,7288.96,7036.86,3523.4,6233.05,1093.73,6042.23,5064.7,6323.01,629.318,5105.52,7118.73,7317.34,2745.83,613.55,2919.72,1700.06,7176.34,7535.1,6262.73,6690.38,6489.85,6806.4,733.806,355.728,7599.6,1732.64,633.591
7920.34,7414.16,7300.58,4279.11,7499.1,861.909,7595,6847.96,7365.15,922.348,5551.51,7910.03,7407.3,1933.14,610.192,2775.83,1846.29,7279.78,7920.34,6590.53,7157.27,6293.74,6330.47,655.102,364.563,6416.44,2889.83,868.355
6259.75,5568.39,823.775,3743.93,4223.88,762.95,6259.75,634.412,5775.09,2177.62,4206.17,529.966,3478.55,663.696,685.846,747.013,2669.83,4260.44,4540.34,3804.52,2102.8,2189.93,417.571,2423.91,760.376,4928.66,1140.04,1807.14
7476.7,6593.66,805.954,3882.4,5001.07,761.708,1140.62,1012.05,7476.7,2480.94,2292.96,929.332,1746.05,863.023,797.809,428.849,3282.6,2720.89,934.703,3749.79,5014.58,3801.02,342.278,1783.65,979.234,6415.08,855.493,3460.65
7790.47,4575.02,2035.6,3238,5044.83,394.484,7790.47,544.692,7526.34,2121.28,792.219,844.119,895.996,1021.47,882.248,634.818,3768.88,3665.82,2323.98,3749.76,2563.68,5328.57,388.725,543.039,1244.72,5444.33,921.315,3245.72
6564.28,5615.79,1411.36,4407.53,6564.28,907.135,3051.59,428.318,6389.53,1169.82,673.83,240.257,1920.78,508.835,788.787,1930.96,2268.25,2391.44,3593.72,3941.95,536.513,1794.49,346.622,588.79,891.47,5779.66,804.099,3485.79
7390.92,6261.86,1912.97,2848.17,2850.69,526.384,1959.67,424.546,7390.92,2722.1,2233.01,262.269,4120.05,350.275,849.494,639.254,1605.43,3097.07,1436.27,3398.97,1917.99,4054.1,375.197,6185.17,521.301,4599.9,559.065,665.868
5545.09,4613.82,2396.83,2618.84,5280.58,529.801,555.88,855.113,1971.98,4776.8,1885.9,339.67,2083.16,473.559,735.995,1516.91,1292.17,3369.27,4117.73,5399.06,727.178,5540.61,428.016,5545.09,518.118,2153.23,602.248,765.754
7108.98,6102.85,3918.35,6963.94,5146.41,604.646,2570.17,5071.47,1956.72,2706.23,1847.8,2536.36,3110.42,4639.45,1870.52,3203.39,1032.46,6475.39,6978.5,158.684,7108.98,5644.62,4546.28,620.724,349.261,6205.64,704.821,5793.19
6575.35,6575.35,4627.17,6293.17,6494.72,399.711,6074.63,6015.6,6309.71,4465.44,4768.93,2666.39,666.799,2154,1209.79,3574.81,2602.72,2386.95,905.442,6084.81,4656.76,5754.38,565.512,2081.3,949.459,6126.14,666.21,6490.75
8034.98,7408.57,7523.79,6334,6152.1,459.216,7021.46,6449.46,5971.11,5490.8,4131.59,3888.67,782.891,1775.1,1295.02,2705.85,2416.56,1518.19,1357.78,5871.99,4713.32,5615.25,502.199,2276.11,907.871,6867.68,686.046,8034.98
7154.14,6982.8,838.551,6543.21,6926.78,312.604,6934.91,4100.34,7154.14,4059.63,7039.97,4764.88,580.214,1272.05,1474.17,1278.01,3022.13,4005.08,4001.69,5591.37,6454.56,5483.09,382.644,2682.54,792.263,6740.12,729.882,5801.47
7590.11,6800.84,6795.42,7025.88,7344,414.249,7056.72,6978,6373.13,4403.41,6858.4,2710.29,703.545,1829.53,1266.74,5364.01,2675.64,1713.17,768.02,6526.16,3368.47,6110.63,536.872,2143.67,999.919,6860.48,708.282,7590.11
6514.58,6514.58,644.339,3042.63,5549.1,790.463,1671.45,695.107,6488.6,3592.08,2068.81,351.92,3140.39,433.711,1001.13,3833.33,1914.67,2700.41,1162.1,3285.89,592.04,4083.14,304.984,4052.72,823.869,3673.47,522.855,2373.64
7199.33,6770.89,7199.33,5385.55,1085.66,528.29,4378.74,2995.55,5276.92,7148.21,6628.15,2277.4,1952.59,3184.56,688.623,1299.68,1861.18,5882.19,7132.48,397.985,5057.08,609.945,724.698,5418.46,428.036,6230.2,969.917,6529.16
7285.08,6945.79,6587.47,5699.86,6554.99,4257.62,6816.44,5900.21,6980.24,770.264,3911.8,7285.08,6905.01,1593.93,586.317,2622.45,1835.03,6499.26,7046.3,5988.95,5747.3,5663.63,6113.94,612.022,383.841,6029.41,1464.77,1269.17
2236.79,1675.06,1764.63,464.577,1520.81,1578.52,1700.36,1548.98,807.615,1931.61,1551.6,389.99,1186.67,673.662,566.849,826.555,1758.44,1940.76,1914.05,1581.05,575.223,2022.64,373.675,324.572,379.576,2236.79,493.06,12.0047
7284.19,6140.73,4249.85,485.223,4364.36,4932.6,5626.54,1304,6597.35,6839.54,7284.19,696.259,3015.54,6258.54,4431.59,3039.97,1682.64,1305.79,744.675,1871.61,1921.25,2336.93,1887.86,2588.65,1280.99,6235.63,2476.73,712.855
7134.01,1731.79,4126.91,1995.88,4047.87,6670.67,7134.01,1029.05,3939.89,2446.18,1482.19,240.702,1291.47,3384.92,389.709,796.275,1562.68,2294.03,2683.18,2464.92,2581.05,5341.56,906.128,1359.75,3062.34,2253.45,1517.97,1078.87
7331.36,2793.23,3654.04,3781.09,4285.25,403.441,7331.36,3537.75,7307.32,4752.43,2982.69,398.682,1842.27,4595.77,255.675,6268.58,1608.86,3174.47,3132.9,3033.63,361.618,3830.81,735.235,1430.44,1636.88,4528.52,2884.73,2318.66
7597.42,6880.23,7264.53,7597.42,3033.43,249.383,6257.02,6677.51,5210.81,3833.01,2326.99,465.268,5809.83,5746.37,203.611,6936.14,1368.68,5910.46,6810.21,5988.74,441.518,2163.19,6712.27,2134.08,641.378,6876.82,3581.48,3707.78
7793.09,5043.48,468.564,7392.55,7461.71,767.45,2196.25,434.745,7793.09,1335.14,5429.87,335.137,3193.46,550.122,861.826,4938.89,1841.07,4808.83,1812.13,6577.32,627.68,1080.59,353.648,2374.58,1219.84,7150.97,787.444,1359.54
7942.78,3644.64,968.113,7801.8,7942.78,667.837,2178.92,399.583,7839.85,1211.29,1805.7,359.866,2026.15,511.15,879.261,1966.21,1799.05,5136.88,3338.67,6881.01,592.809,2129.67,353.25,1315.17,930.148,7091.01,806.789,2049.38
7680.49,7628.97,692.119,7475.75,7680.49,658.298,856.916,689.806,6394.75,2157.57,1120.44,354.8,2667.25,402.442,1108.2,3533.76,1778.25,3306.05,1029.06,6828.17,397.667,6823.87,287.443,2102.63,516.483,7021.82,533.232,4271.6
8095.77,7876.59,545.287,7984.77,7913.35,527.49,1261.47,848.787,8095.77,1070.96,3408.12,454.184,4262.04,417.757,1200.48,4224.93,1708.3,3823.77,635.766,5442.81,394.229,6471.23,332.04,1923.16,544.679,7261.13,571.09,5423.28
8052.44,7872.87,823.894,8052.44,6091.1,542.228,438.442,599.535,5789.67,2258.42,747.997,454.456,3303.62,400.857,1280.99,1122.17,1837.57,2550.83,1995.33,6729.25,430.135,5691.92,226.136,1862.06,566.877,7132.58,497.77,1806.89
7681.44,6065.96,627.198,7193.37,7004.18,590.436,2153.07,350.904,7681.44,1303.32,3350.98,323.483,2306.92,518.745,873.693,3410.54,1749.19,4974.88,3763.84,6431.91,860.04,961.044,359.199,1737.13,1009.8,7104.95,795.299,3064.44
7803.87,7406.34,616.841,7803.87,7762.76,652.969,624.09,703.71,6510.5,1801.3,1051.1,408.138,3438.59,387.741,1188.95,2943.91,1718.11,3458.97,1571.98,6728.52,409.276,6747.71,272.424,2607.37,577.326,6775.27,552.984,2019.96
6655.47,3511.21,2402.32,2968.85,2784.87,2691.19,3057.31,3348.54,4246.69,4262.93,3347.54,440.813,4439.57,3953.8,4635.35,1447.56,714.216,1304.84,5040.1,1036.95,2821.73,2723.06,1746.52,862.639,821.055,6655.47,1245.25,799.174
6934.09,6112.54,4762.07,5548.53,5782.54,500.697,6806.4,349.495,6934.09,894.351,1426.87,489.509,1195.83,957.175,695.138,662.289,1602.42,1530.13,6282.83,5121.59,743.273,1865.18,737.81,1484.46,645.511,5957.84,2938.73,375.217
6914.54,6071.96,6026.68,5650.44,6468.89,484.965,6914.54,425.184,5033.61,4391.63,2745.18,1003.32,2476.47,939.506,583.226,590.199,1364.92,1527.94,5493.27,3650.3,5506.75,1443.22,612.802,4705.75,479.342,4998.84,3215.77,391.986
7920.94,6761.42,1975.42,7894.17,7920.94,649.121,3433.1,460.432,5536.38,840.301,726.238,396.601,4846.88,446.156,782.037,6210.97,2065.48,3682.47,6016.98,7071.17,791.393,1309.38,251.464,1105.32,1003.71,7288.25,908.602,3214.43
7403.12,2608.53,4777.95,4727.29,4660.81,1800.78,6658.72,4911.65,6720.01,5819.58,2436.54,510.544,2889.13,270.311,2368.29,5518.94,800.906,1986.43,3194.85,5030.82,4670.83,4115.32,2437.74,555.869,637.064,7403.12,504.162,838.951
7886.51,2867.71,5768.75,4999.25,710.867,1131.88,7440.62,7418.28,7674.59,4211.98,361.701,1381.5,1756.03,2101.1,3378.93,868.999,1088.26,6122.64,5036.9,4020.28,3811.33,4000,1935.77,904.648,365.665,7886.51,409.574,1139.41
6610.99,4776.66,2686.35,48.4249,5935.13,789.41,5499.12,6610.99,5481.45,3051.74,1562.15,591.114,3022.8,2836.65,1039.05,-83.719,989.609,5673.74,5927.01,5017.6,6129.78,5988.09,4283.23,3983.64,996.71,2522.02,575.238,3808.71
8218.33,3507.48,5550.31,955.265,3869.79,526.118,7114.38,5458.44,8218.33,1610.94,5142.63,649.152,2532.21,2869.91,1425.54,1048.01,1344.97,2673.95,4955.51,2298.39,4854.19,4240.15,505.861,447.687,609.798,7899.15,566.53,4488.45
7268.75,5684.46,3178.21,2948.38,3657.91,2099.58,3117.39,5852,7247.04,3774.9,1071.58,854.862,1317.73,2681.01,534.703,454.673,553.129,3648.27,2224.96,2801.72,3636.18,4112.52,2097.06,2798.15,1747.24,7268.75,1442.31,5155.58
7323.36,1789.89,2168.62,525.857,2575.69,1680.99,5713.15,6833.85,2124.57,7001.32,574.673,777.058,2392.54,455.203,736.434,435.027,998.992,2024.03,2396.33,1617.87,1091.42,2790.37,2418.1,2678.61,655.574,7323.36,433.401,2808.71
6761.23,1671.38,4564.78,403.185,3905,2592.63,6077.68,6469.76,974.228,4674.94,1898.43,456.148,2096.95,709.668,1106.56,391.99,1371.59,2081.05,1898.91,3978.15,4305.33,3709.9,1695.42,2835.4,1253.08,6761.23,597.777,864.481
6581.44,4293.46,3551.96,1999.5,5726.72,5720.83,6581.44,5515.28,744.746,1493.76,832.261,432.392,2864.27,362.402,912.257,540.269,965.062,3141.41,3181.45,2792.1,2629.09,4701.2,449.962,1122.99,712.697,1333.24,458.236,-405.792
6292.35,3619.49,2652.5,2723.46,2651.92,3320,3701.38,2920.39,2784.29,1195.61,4261.82,2954.96,1658.59,6292.35,3065.58,4754.03,2422.33,3238.58,3511.24,2779.85,2690.1,667.584,480.8,858.461,1060.99,4191.22,1930.59,1030.55
1115.94,1007.1,1038.9,727.295,956.98,568.913,717.156,740.919,727.926,735.662,691.728,441.614,812.595,1060.49,974.995,1115.94,617.372,641.89,1077.13,1010.56,1081.67,457.503,396.894,518.893,291.954,1085.83,312.865,362.053
4654.77,4654.77,4143.74,2732.76,1395.43,1075.71,2015.39,653.405,3417.19,2703.4,2815.18,3397.11,2674.23,2592.99,4201.57,496.392,694.55,3736.59,3952.23,3466.71,1514.28,2963.47,3021.88,3213.42,1591.4,2596.58,2033.3,2379.11
4153.41,3694.27,3584.4,2872.52,2927.19,1615.81,3268.09,2850.99,3211.37,3556.01,4153.41,2127.36,1513.53,3229.27,2226.2,3999.54,1471.09,2926.3,2944.8,1588.77,2718.37,2555.61,1637.92,3186.81,819.436,2818.68,3701.44,1413.64
7107.07,5999.79,6810.73,6943.96,6117.99,4522.77,4477.19,5426.86,5051.93,6951.62,6689.87,968.11,2057.42,3451.46,5166.33,3901.35,1270.15,2602.06,7107.07,5796.94,1744.11,5017.73,4773.31,617.209,837.289,6295.44,4856.68,445.793
6953.77,5816.75,4953.15,1646.59,4586.92,551.323,6953.77,6281.47,6729.92,4490.73,5693.67,2265.76,1124.26,3011.54,924.109,179.715,853.306,4760.05,4734.17,3478.6,3761.11,4281.88,1180.72,5959.18,859.776,4724.03,344.627,4672.29
6969.81,6671.35,6969.81,4277.26,3549.47,754.281,6027.5,6439.49,902.678,3632.8,6696.86,5640.44,3273.89,1020.47,2720.24,2325.88,1746.51,3902.16,656.017,4094.2,6916.95,581.084,6852.43,6774.5,418.38,3392.07,3950.77,6432.68
7450.7,7450.7,6255.41,2964.91,5557.73,5202.15,4448.06,5926.3,1183.67,6987.56,6840.18,6985.98,1247.8,4773.79,1345.94,338.365,1737.65,4690.16,6403.67,1910.64,6578.22,5049.7,324.535,5513.11,720.893,6168.24,6902.17,1269.27
6283.45,3808.32,5256.45,3770.26,3986.44,2756.64,4542.38,1282.45,3522.43,3575.04,5308.23,766.236,6283.45,5109.53,3685.78,4104.26,747.461,3185.1,469.319,4372.92,2936.4,2999.43,1452.15,1928.62,4309.47,5200.24,4788.16,458.868
7768.07,6574.74,7258.27,3437.72,2855.58,6178.12,6680.94,3410.04,7532.17,6966.12,7227.66,1547.54,6485.36,2379.23,7768.07,1316.17,3591.1,4553.61,7357.56,5892.53,4143.77,5330.41,882.935,1870.08,3748.38,7223.49,4376.59,3493.12
8228.6,7784.21,8095.76,1084.56,3690.69,6743.7,7700.23,5808.81,6647.32,7905.63,7966.56,1256.92,6012.27,4464.52,8228.6,1649.47,4466.5,4420.95,3657.6,6969.06,7539.34,6190.22,783.424,1569.87,2637,7882.18,6326.37,1324.47
7558.67,7088.29,7126.58,2688.57,2649.07,5937.01,6651.7,2144.43,5109.71,7317.26,7343.77,1310.67,5473.95,4111.79,7558.67,2813.92,3723.72,4047.48,4883.84,6224.41,6750.23,5840.11,802.524,2841.13,3098.5,7001.12,4036.12,1085.8
5480.56,5429.52,4812.95,696.831,4893.35,594.374,4826.83,3560.51,5480.56,753.86,5338.88,2274.78,1189.44,2596.12,3769.28,3155.65,920.405,4872.71,5314.73,4991.98,5282.48,854.831,610.133,1365.65,519.512,5378.45,1679.33,3947.22
7854.03,5347.19,7854.03,7195.51,3363.35,2498.35,2512.33,4118.39,7159.36,7721.18,7233.03,1378.19,2416.15,3861.29,4525.39,6391.5,808.102,2176.8,3436.48,4941.06,1226.1,3005.8,3444.85,399.775,1741.89,7809.04,2357.03,487.166
7248.43,2371.64,7248.43,3840.73,2462.54,4040.72,2353.06,2101.27,1937.07,6557.94,5010.08,890.441,904.728,2007.23,4221.6,6412.86,612.01,2225.59,4318,4483.26,2045.2,2965.79,2662.37,327.415,880.716,6936.27,4260.32,484.413
7995.94,7595.4,7847.82,7461.73,7495.76,305.825,7765.52,3122.6,6119.04,2855.26,6073.98,1988.07,834.124,2671.24,1606.63,4003.2,2181.4,3913.35,1507.23,6515.22,4590.24,6664.91,799.538,6522.22,892.262,7612.36,538.849,7995.94
7940.92,7611.91,7940.92,7436.33,7763.03,382.876,7724.82,2088.72,3288.41,3164.85,5739.5,1379.26,885.092,2647.46,1486.1,4827.34,2082.07,4676.98,1648.03,6393.23,3442.2,6450.68,964.919,6178.32,1069.85,7069.09,506.51,7724.02
7205.9,5705.48,6743.36,5078.43,5345.19,378.783,7205.9,6296.45,6968.78,3897.04,4568.77,3485.44,790.062,2172.56,1523.43,2413.9,2317.23,2307.2,1673.47,4679.06,3281.52,4902.58,609.412,5334.97,838.52,7178.57,576.278,5662.03
8066.91,5758.01,7703.54,8060.41,8066.91,417.495,7568.15,6619.15,6785.62,5573.9,5574.21,2179.31,818.798,1909.39,1408.65,1808.79,2512.18,1556.31,3134.33,5467.64,6077.13,6843.62,521.231,2687.08,944.309,6537.34,664.317,7016.46
8028.67,7117.38,7342.55,6945.59,6926.82,313.135,7232.95,855.993,8028.67,4060.99,8000.48,590.172,1676.64,3841.31,2222.48,5179.94,1876.37,5519.68,7290.34,6291.3,3839.42,5554.9,696.893,5450.78,1141.31,6989.11,825.87,6851.57
8268.19,7633.18,7799.97,7847.82,7937.94,441.793,8012.57,7403.6,8268.19,6427.76,7663.48,2362.27,775.056,1525.37,1276.34,5419.59,2848.9,2344.28,3074.01,7249.5,7786.21,6869.05,508.02,4232.59,872.653,7400.95,663.898,7890.06
7944.46,7437.88,7660.94,7325.98,7260.75,459.951,7585.78,6886.92,7765.11,6053.3,5713.69,2055.99,845.835,1583.53,1451,6263.84,2627.41,3307.37,3139.2,6395.75,7015.17,6510.45,356.925,3682.68,937.623,7586.35,632.723,7944.46
7618.33,7097.75,7578.58,6505.51,6408.79,300.125,7098.53,1599.65,7618.33,3745.41,7454.91,602.556,1744.5,3538.09,1597.28,6646.74,1947.18,6396.33,7381.95,4966.24,3029.74,956.047,1161.29,3140.56,1041.84,7365.73,884.871,6572.39
7929.13,7466.85,7693.92,7636.01,4898.17,302.649,7563.53,2267.25,6853.45,3373.87,6337.94,1479.1,957.506,3065.82,1523.6,5804.64,1928.38,4356.49,4977.79,6652.59,4289.05,6306.47,1052.31,6326.29,948.699,7537.44,521.57,7929.13
7300.53,6772.46,2761.93,6693.08,6505.17,365.075,6990.56,4741.61,7300.53,4751.73,3008.97,4061.5,630.185,1488.99,1287.14,5679.66,2745.31,2261.75,1659.58,5986.93,5431.08,5578.23,434.402,4762.04,855.098,6588.66,707.401,7264.98
7662.21,7444.47,7578.81,6692.33,7078.97,293.807,7662.21,686.894,6228.16,1838.53,7617.98,952.695,1640.77,3368.52,1836.83,4256.32,1905.01,6026.09,7166.42,6041.23,2198.73,6214.62,332.411,1856.78,1504.67,6974.23,639.033,7269.99
7845.56,7292.02,7622.77,6937.11,7226.74,302.663,7527.29,2225.71,7839.85,6841.47,7506.45,484.473,1112.13,2912.86,1676.28,7845.56,1951.46,5503.21,7346.01,4400.28,4842.05,4171.93,778.635,5705.22,851.134,7419.46,1013.7,6985.02
7769.51,7417.24,7538.91,7064,7167.3,371.724,7532.53,7112.92,7769.51,6300.17,5318.43,1668.37,762.256,1471.16,1294.01,5859.29,2674.11,3470.11,1864.96,6112.26,6131.24,6055.73,400.734,5001.03,897.23,7402.71,674.744,7685.57
7993.94,7344.48,7658.65,7463.06,7586.93,236.802,6011.55,625.952,7096.66,3974.9,7993.94,438.797,1489.92,2646.35,2760.34,6770.41,1946.23,5380.21,7249.95,6323.42,4862.16,4854.81,705.214,7067.52,1075.75,7506.75,811.348,6932.84
7744.99,6894.77,7551.42,6681.58,7175.43,404.667,7084.42,6579.41,7392.8,5007.22,4863.53,3862.94,838.968,1675.65,1423.03,1225.38,2389.63,1739.88,1415.89,5669.02,5836.32,5865.97,612.69,2733.91,1009.73,6540.97,658.967,7744.99
7790.32,7348.96,7790.32,7512.19,7701.22,314.031,7556.64,565.961,7780.47,5071.82,7666.35,552.349,1551.43,3991.27,1880.43,5318.62,1910.21,5877.93,7452.78,6434.3,2825.34,3993.14,883.724,4974.32,851.673,7489.73,875.459,5324.88
8195.95,7713.89,7731.86,7232.52,7598.13,262.205,7409.42,4308.09,8195.95,1447.05,8102.01,911.063,2762.34,3403.47,1404.46,7812.95,1877.81,6140.61,7366.15,6556.26,3766.86,3081.55,511.083,6045.46,1784.86,7784.02,765.104,5715.29
7970.73,7470.68,7469.67,6845.73,7387.78,282.689,7415.39,1054.52,7700.47,5584.73,7535.98,388.188,1144.47,3623.26,1794.3,7970.73,1889.2,5956.92,7434.92,4377.9,4929.35,4506.65,749.319,4949.83,927.373,7648.91,1002.41,7280.9
8019.69,7281.3,7713.77,7490.85,7702.57,366.7,7517.02,7209.82,7971.24,5955.75,7784.41,1674.88,901.309,1597.06,1645.45,5428.97,2774.96,3773.31,2864.39,6643.04,7055.16,6788.79,446.852,7602.04,1139.23,6729.3,591.334,8019.69
7873.76,7462.64,7345.75,6860.15,7600.54,327.106,7522.28,635.493,7873.76,5357.73,7491.52,543.911,1661.78,4216.79,2253.83,4738.98,1889.33,5595.86,7289.29,6288.59,2914.92,4063.94,667.041,5610.55,928.298,6883.74,848.25,4798.28
7124.71,5715.51,5339.2,4115.34,4173.83,351.566,6853.4,1560.89,5482.45,3985.48,4885.9,918.897,902.668,2886.16,1340.19,4264.53,2012.25,4561.07,1402.8,4397.85,2135.88,4410.31,637.879,5477.76,1067.67,7124.71,508.153,6020.68
7910.29,7560.89,7786.14,7627.1,7910.29,353.946,7796.04,600.732,6244.73,3421.08,6491.62,990.887,1189.94,2760.36,1426.81,6024.78,1899.17,4772,6827.92,6513.28,1739.41,6323.27,387.192,3125.97,1274.9,7442.02,546.575,7524.97
8080.44,7576.25,7933.72,8078.07,8080.44,311.623,7724.76,928.665,6152.9,3408.07,7638.29,1281.08,1584.67,3530.48,1764.34,3175.98,1870.95,5506.62,7354.6,6956.84,1144.12,6738.84,352.203,2241.98,1538.3,6793.27,645.809,6563.84
7682.25,7543.54,7231.23,7268.99,7444.87,353.011,7547.04,815.593,7485.88,2433.04,7682.25,1071.9,1215.48,2862.24,1496.24,3717.71,1929.09,5394.97,7373.41,6842.25,1084.47,5087.6,365.883,2567,1820.64,7403.37,545.155,7220.23
7835.88,7359,1451.44,6821.94,7075.16,428.481,7547.16,3603.44,7835.88,4200.07,7314.18,2619.07,584.816,1582.5,1347.2,4316.33,3314.01,3308.14,3948.94,6257.1,6504.58,2263.6,416.052,3520.2,812.128,7000.5,801.862,7377.94
7903.55,7217.28,7243.62,7301.97,3006.06,308.888,6913.71,2951.69,7903.55,2981.97,6166.17,2398.9,854.883,2444.73,1598.57,6023.31,2116.19,4499.67,1513.05,6279.04,4556.99,6262.46,563.608,5735.22,899.765,7416.84,510.438,7880.15
5643.36,5177.24,2803.77,789.999,2983.33,4640.65,3518.7,647.24,3819.71,4798.28,5055.53,1253.83,2668.58,4215.86,5643.36,415.364,2517.97,3477.87,4272.56,3143.69,4539.87,3951.7,527.008,875.27,472.584,4839.22,1771.91,1509.18
4650.13,4650.13,4612.49,3298.68,2918.71,3558.18,2898.25,3273.01,1112.56,3138.85,3443.65,3022.86,3903.72,3740.95,3491.34,2973.15,1103.11,2265.94,4379.06,4205.24,4498.46,475.415,1460.21,4170.01,1827.5,3290.86,3147.74,4095.61
4422.03,4201.33,3617.44,363.503,2656.09,1439.74,3111.75,3846.62,2704.16,1542.5,4408.09,1033.79,1295.22,1248.77,1230.64,1661.49,1186.33,1020.85,1629.74,4422.03,2150.26,3180.5,699.451,3194.82,3501.86,4022.09,3877.4,515.602
3116.96,2921.51,2991.61,2738.09,2467,2785.09,2676.06,2797.89,2755.35,2826.3,2683.07,2296.65,2022.18,2544.86,2809.85,3116.96,973.615,1383.15,3058.71,2972.91,2740.99,722.692,2421.8,2459.99,2390.3,2574.38,2447.18,513.762
6968.53,6890.19,6897.26,1041.47,5306.94,1189.69,6554.71,2548.38,3803.65,4124.44,3478.92,2557.95,1623.55,404.371,2067.07,4263.28,1303.33,1035.02,6968.53,5815.22,2663.6,4708.68,2880.26,4878.44,2165.47,5894.6,787.968,534.702
6739.04,6695.88,6739.04,6154.95,4699.82,5618.38,6113.13,4932.8,1601.71,1780.56,6077.49,1054.1,1310.36,2106.09,1817.32,2274.83,914.879,1514.69,6589.18,5448.19,2513.19,2797.41,3239.92,729.927,803.308,6631.74,6261.13,1074.02
7796.26,5919.96,266.433,1533.73,3437.43,915.323,4497.47,5966.49,7796.26,7627.45,4454.93,905.285,994.992,344.007,1047.56,425.952,839.296,2095.45,787.786,611.441,3412.85,3032.86,1432.63,2229.24,466.332,7382.7,369.899,4283.96
7047.26,2279.18,5935.3,6086.79,4608.66,3038.01,5063.1,7047.26,5029.99,2242.02,1098.19,1790.14,980.25,311.887,4147.96,5362.93,686.856,2752.85,5466.03,5757.86,5489.93,3640.63,4483.99,3184.3,653.628,6210.27,1496.79,844.69
7448.89,7448.89,3640.03,5145.23,5830.15,1093.69,6390.26,5091.36,2964.63,610.613,922.604,3620.81,4019.96,421.589,3732.63,3260.32,691.261,4525.38,4327.49,3575.3,4915.73,4486.37,493.773,542.247,551.734,6735.99,1442.43,1609.64
7408.89,3696.27,5611.54,4809.91,2314.55,1615.9,7408.89,2908.06,4519.11,1147.86,1961.98,1209.26,5630.3,325.268,1431.61,5611.05,774.072,4187.47,4400.6,2344.55,3673.53,5061.87,694.129,1151.28,670.396,3577.58,490.293,2518.4
2798.38,1911.69,420.477,256.96,1586.45,823.129,383.846,664.29,-24.6139,1801.91,946.882,1369.9,1164.48,1119.76,95.1274,2798.38,853.876,1963.51,1269.74,1874.41,1662.92,1128.35,1763.59,1784.96,181.198,21.4576,743.815,420.106
7057.22,4850.08,7057.22,777.61,2488.21,3983.92,4001.26,3872.58,6543.21,3612.8,4092.65,1145.64,5210.69,5045.93,1635.59,5336.79,1049.6,2943.81,5359.9,5473.63,6020.09,3908.61,2600.62,1684.86,6101.17,6791.56,1816.4,503.493
7512.27,3928.17,4349.75,6792.14,3597.89,544.697,5338.86,6765.28,7512.27,664.97,6061.47,1037.1,2055.68,4679.94,1178.15,41.5614,1041.11,3953.76,2046.6,3688.1,3517.64,3769.43,2150.57,2879.27,1361.29,4614.11,405.504,3228.95
2572.33,476.01,-528.422,-137.464,-180.771,69.4885,88.2988,16.5713,771.303,-684.045,263.443,1035.52,-290.401,514.194,2572.33,1625.18,746.938,1645.48,413.067,965.337,217.662,406.234,1309.47,-395.351,287.994,-3.51997,2017.12,1469.53
5905.85,5297.5,4890.87,4129.29,4503.59,4049.27,5036.47,3860.19,3674.11,4420.76,5080.06,5905.85,5683.67,4163.27,1655.06,5592.52,794.756,2915.44,5606.98,4588.92,4668.02,3189.9,2334.53,3629.14,3174.19,4119.82,1505.66,1642.51
5783.2,5747.78,4859.22,4047.7,5013.4,427.232,3304.94,3990.46,4545.18,4692.04,5022.31,2628.06,5632.01,3889.51,1193.97,5783.2,1591.16,3996.42,4675.81,3719.5,1931.59,2687.74,1736.23,2518.11,667.221,3869.31,4375.84,804.662
7723.32,1685.72,4013.07,4671.43,4015.73,2332.23,7448.33,7522.29,7723.32,748.517,3702.74,1548.76,1939.55,2537.35,922.072,-8.59281,1064.54,1630.95,3250.54,4007.7,5037.9,3634.43,2054.35,4372.34,2507.62,6322.93,976.913,2458.74
2265.05,2265.05,343.154,290.681,1751.19,2091.58,1463.14,1534.6,735.795,1987.62,1747.97,485.998,1261.47,672.337,1491.12,1199.63,1628.78,1321.73,2143.42,2226.97,2135.95,1947,311.43,466.454,332.981,2264.06,476.139,641.765
7507.81,6000.81,5579.81,4458.22,4406.3,4101.73,2863.12,4969.01,531.711,1617.34,6335.08,4869.27,6615.57,6375.23,7507.81,4658.59,1130.66,3507.96,7191.24,6042.81,4647.64,1547.35,3373.01,3524.72,1531.33,5346.49,6099.06,587.422
5312.79,4920.07,4424.92,2991.51,2910.75,3168.59,3628.57,3251.89,2990.54,3867.8,4808.42,3748.3,3738.33,4179.72,5312.79,4284.54,934.948,2766.57,4596.99,2009.86,3061.36,692.88,1497.38,2383.71,2921.6,3202.99,4196.67,425.79
